date,btl_rating,tln_rating,alp_rating,problem_1,problem_2,problem_3,chance_1,chance_2,chance_3,longitude,latitude,station_name,climate_id,year,month,day,data_quality,max_temp_c,min_temp_c,mean_temp_c,heat_deg_day_c,cool_deg_day_c,total_rain_mm,total_snow_cm,total_precip_mm,snow_on_ground_cm,dir_of_max_gust_10s_deg,spd_of_max_gust_kmh
2020-09-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,14,,,,,,,,,,,,
2020-09-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,15,,,,,,,,,,,,
2020-09-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,16,,,,,,,,,,,,
2020-09-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,17,,,,,,,,,,,,
2020-09-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,18,,20.7,2.9,11.8,6.2,0,,,0.2,0,,
2020-09-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,19,,16.9,7.6,12.3,5.7,0,,,0,0,26,37
2020-09-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,20,,16.7,6.8,11.7,6.3,0,,,0.3,0,26,36
2020-09-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,21,,16.4,4.6,10.5,7.5,0,,,0,0,26,35
2020-09-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,22,,17.6,-0.4,8.6,9.4,0,,,0,0,25,32
2020-09-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,23,,12.3,2.1,7.2,10.8,0,,,5.6,0,26,40
2020-09-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,24,,12.1,3.7,7.9,10.1,0,,,7.6,0,25,54
2020-09-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,25,,8.6,3.4,6,12,0,,,0.5,0,26,54
2020-09-26,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,26,,8.6,1.4,5,13,0,,,2.7,0,22,43
2020-09-27,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,27,,11,0.3,5.7,12.3,0,,,0,0,26,39
2020-09-28,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,28,,11.4,3,7.2,10.8,0,,,0,0,27,50
2020-09-29,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,29,,13.9,6.7,10.3,7.7,0,,,0,0,26,46
2020-09-30,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,9,30,,18.1,3.6,10.8,7.2,0,,,0,0,,
2020-10-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,1,,17.2,2.1,9.6,8.4,0,,,0.5,0,25,35
2020-10-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,2,,19.6,0.5,10,8,0,,,0,,,
2020-10-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,3,,18.8,-0.9,9,9,0,,,0.4,0,26,34
2020-10-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,4,,11,5.2,8.1,9.9,0,,,2.5,0,26,38
2020-10-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,5,,10.7,3.4,7,11,0,,,2.7,0,24,34
2020-10-06,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,6,,10.7,6,8.3,9.7,0,,,5,0,26,35
2020-10-07,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,7,,12.8,4.8,8.8,9.2,0,,,0.2,0,,
2020-10-08,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,8,,,,,,,,,,0,,
2020-10-09,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,9,,10,5.8,7.9,10.1,0,,,3.6,0,24,53
2020-10-10,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,10,,7.7,1.1,4.4,13.6,0,,,15.8,0,25,43
2020-10-11,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,11,,5.9,-0.5,2.7,15.3,0,,,0.4,0,25,52
2020-10-12,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,12,,3.1,-2.5,0.3,17.7,0,,,10.3,0,25,33
2020-10-13,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,13,,0.4,-3.7,-1.7,19.7,0,,,7.3,1,28,42
2020-10-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,14,,3.7,-2.6,0.6,17.4,0,,,8.5,14,24,37
2020-10-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,15,,2.9,-3.3,-0.2,18.2,0,,,0,6,26,40
2020-10-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,16,,-0.1,-4.2,-2.1,20.1,0,,,31.5,9,26,46
2020-10-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,17,,-2,-13.5,-7.8,25.8,0,,,0.4,26,,
2020-10-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,18,,-2.9,-13.9,-8.4,26.4,0,,,2.2,21,,
2020-10-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,19,,-2,-6.7,-4.4,22.4,0,,,13.2,24,26,43
2020-10-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,20,,-0.3,-7.7,-4,22,0,,,0.4,30,26,32
2020-10-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,21,,-2.4,-8.5,-5.4,23.4,0,,,0.4,26,,
2020-10-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,22,,-6.1,-11.9,-9,27,0,,,0.6,23,,
2020-10-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,23,,-9.1,-13.2,-11.1,29.1,0,,,3.2,21,8,34
2020-10-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,24,,-9.9,-19.6,-14.7,32.7,0,,,0.2,21,5,32
2020-10-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,25,,-7.1,-26.1,-16.6,34.6,0,,,0.6,20,26,43
2020-10-26,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,26,,-6.7,-12.1,-9.4,27.4,0,,,0,19,26,56
2020-10-27,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,27,,-4.5,-8.4,-6.4,24.4,0,,,7.2,17,25,63
2020-10-28,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,28,,-0.9,-4.7,-2.8,20.8,0,,,14,31,26,49
2020-10-29,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,29,,,,,,,,,,39,,
2020-10-30,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,30,,,,,,,,,,,,
2020-10-31,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,10,31,,2,-6.2,-2.1,20.1,0,,,0.5,29,26,36
2020-11-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,1,,3,-4.6,-0.8,18.8,0,,,0,29,27,53
2020-11-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,2,,4.9,-4.3,0.3,17.7,0,,,0,27,26,53
2020-11-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,3,,4.6,-3,0.8,17.2,0,,,0.2,25,26,52
2020-11-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,4,,3.8,0.9,2.3,15.7,0,,,10.6,23,26,45
2020-11-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,5,,3.5,-3.1,0.2,17.8,0,,,12,17,25,56
2020-11-06,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,6,,1.7,-11.9,-5.1,23.1,0,,,0.6,16,,
2020-11-07,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,7,,-1.9,-14,-8,26,0,,,0.2,17,12,37
2020-11-08,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,8,,-6.2,-16.8,-11.5,29.5,0,,,0,17,8,38
2020-11-09,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,9,,-6,-19.9,-13,31,0,,,1,16,26,53
2020-11-10,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,10,,-5.2,-8.6,-6.9,24.9,0,,,4,21,26,38
2020-11-11,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,11,,-3.3,-14.4,-8.9,26.9,0,,,0.7,22,,
2020-11-12,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,12,,-6.9,-12,-9.4,27.4,0,,,0,21,26,42
2020-11-13,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,13,,-3.8,-8.6,-6.2,24.2,0,,,3.8,23,27,37
2020-11-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,14,,-2.9,-8.2,-5.5,23.5,0,,,4.1,30,27,41
2020-11-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,15,,-2.1,-8.5,-5.3,23.3,0,,,1.9,29,26,47
2020-11-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,16,,-1.8,-5.1,-3.4,21.4,0,,,0.6,28,27,33
2020-11-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,17,,0.1,-6.4,-3.2,21.2,0,,,6.6,33,26,45
2020-11-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,18,,0.7,-1.8,-0.6,18.6,0,,,3.3,31,26,43
2020-11-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,19,,-1.5,-9,-5.2,23.2,0,,,15,39,,
2020-11-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,20,,-2.3,-5.9,-4.1,22.1,0,,,2.3,48,27,39
2020-11-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,21,,-0.4,-7.7,-4.1,22.1,0,,,5.5,47,24,40
2020-11-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,22,,-3.8,-10.3,-7,25,0,,,0.4,45,25,50
2020-11-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,23,,-4.4,-9.5,-6.9,24.9,0,,,0.4,43,26,40
2020-11-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,24,,-4,-6.1,-5.1,23.1,0,,,3.4,40,26,52
2020-11-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2020,11,25,,-2.3,-5.4,-3.8,21.8,0,,,4.4,46,25,44
2020-11-26,low,moderate,moderate,wind-slab,deep-persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2020,11,26,,-0.8,-5.3,-3.1,21.1,0,,,2.1,44,24,44
2020-11-27,low,moderate,moderate,wind-slab,deep-persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2020,11,27,,-1.3,-4.2,-2.7,20.7,0,,,0.2,44,28,49
2020-11-28,low,moderate,moderate,wind-slab,deep-persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2020,11,28,,0.2,-12.2,-6,24,0,,,1.8,41,25,56
2020-11-29,low,moderate,moderate,wind-slab,deep-persistent-slab,,Possible,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,11,29,,-5.1,-16.4,-10.8,28.8,0,,,0.3,41,27,46
2020-11-30,low,moderate,moderate,wind-slab,deep-persistent-slab,,Possible,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,11,30,,-3.7,-10.2,-6.9,24.9,0,,,0.2,40,26,56
2020-12-01,low,moderate,moderate,wind-slab,deep-persistent-slab,,Possible,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,1,,0.2,-14.3,-7,25,0,,,0.5,39,23,36
2020-12-02,low,moderate,considerable,wind-slab,wet-loose,deep-persistent-slab,Likely,likely,Possible,-116.34,51.44,YOHO PARK,11790J1,2020,12,2,,-1.1,-18,-9.5,27.5,0,,,0,38,,
2020-12-03,low,moderate,considerable,wind-slab,wet-loose,deep-persistent-slab,Likely,Likely,Possible,-116.34,51.44,YOHO PARK,11790J1,2020,12,3,,-0.2,-15.2,-7.7,25.7,0,,,0,38,26,49
2020-12-04,low,moderate,moderate,wind-slab,deep-persistent-slab,wet-loose,Possible,Possible,Possible,-116.34,51.44,YOHO PARK,11790J1,2020,12,4,,-0.1,-8.8,-4.5,22.5,0,,,0.2,37,25,47
2020-12-05,low,moderate,considerable,deep-persistent-slab,wet-loose,wind-slab,Possible,Possible,Possible,-116.34,51.44,YOHO PARK,11790J1,2020,12,5,,-3.2,-13.4,-8.3,26.3,0,,,0.5,36,23,33
2020-12-06,low,low,low,wind-slab,deep-persistent-slab,,Possible,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,6,,-1.4,-10.6,-6,24,0,,,0,36,26,47
2020-12-07,low,low,low,deep-persistent-slab,,,Unlikely,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,7,,-3.5,-8.3,-5.9,23.9,0,,,5.1,36,26,58
2020-12-08,low,low,low,wind-slab,deep-persistent-slab,,Possible,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,8,,0.2,-3.7,-1.7,19.7,0,,,22.3,50,25,46
2020-12-09,low,moderate,moderate,storm-slab,deep-persistent-slab,,Likely,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,9,,3.3,-8.7,-2.7,20.7,0,,,1.8,61,,
2020-12-10,low,moderate,moderate,storm-slab,deep-persistent-slab,,Likely,Unlikely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,10,,-3.6,-15,-9.3,27.3,0,,,0.6,58,,
2020-12-11,low,low,moderate,storm-slab,,,Possible,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,11,,-8.1,-21,-14.5,32.5,0,,,0.2,56,,
2020-12-12,low,low,moderate,wind-slab,,,Possible,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,12,,-11.3,-23.2,-17.3,35.3,0,,,4.9,55,25,37
2020-12-13,low,low,moderate,wind-slab,,,Possible,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,13,,-10.6,-18.9,-14.7,32.7,0,,,2.2,54,25,37
2020-12-14,low,low,low,wind-slab,,,Unlikely,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,14,,-7.4,-11.9,-9.6,27.6,0,,,2.2,59,26,43
2020-12-15,low,moderate,moderate,wind-slab,,,Likely,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,15,,-5.4,-8.5,-6.9,24.9,0,,,6.1,64,27,46
2020-12-16,low,moderate,moderate,storm-slab,,,Likely,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,16,,-3,-5.7,-4.4,22.4,0,,,1.5,69,27,43
2020-12-17,moderate,considerable,considerable,storm-slab,persistent-slab,,Possible,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,17,,-1.8,-4.7,-3.2,21.2,0,,,5.2,68,27,46
2020-12-18,moderate,considerable,considerable,storm-slab,persistent-slab,,Likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,18,,-3.1,-5.5,-4.3,22.3,0,,,0.2,68,25,52
2020-12-19,moderate,considerable,considerable,persistent-slab,storm-slab,,likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,19,,-1.5,-5.2,-3.4,21.4,0,,,3.3,67,23,61
2020-12-20,moderate,considerable,considerable,persistent-slab,wind-slab,,likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,20,,-1.4,-5.5,-3.4,21.4,0,,,5.8,79,25,64
2020-12-21,considerable,considerable,high,persistent-slab,storm-slab,,likely,likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,21,,-5,-7.8,-6.4,24.4,0,,,0,75,7,32
2020-12-22,high,high,high,persistent-slab,storm-slab,,likely,likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,22,,-2.5,-12.8,-7.6,25.6,0,,,0.5,81,,
2020-12-23,considerable,considerable,considerable,persistent-slab,storm-slab,,Likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,23,,-10.3,-15.2,-12.8,30.8,0,,,0,76,26,47
2020-12-24,moderate,considerable,considerable,persistent-slab,storm-slab,,Likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,24,,-8.3,-13.6,-11,29,0,,,0,74,26,64
2020-12-25,moderate,considerable,considerable,persistent-slab,storm-slab,,Likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,25,,-9.2,-16.7,-13,31,0,,,0.2,71,24,40
2020-12-26,moderate,considerable,considerable,persistent-slab,wind-slab,,Possible,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,26,,-6,-11.3,-8.7,26.7,0,,,0,72,26,33
2020-12-27,moderate,considerable,considerable,persistent-slab,wind-slab,,Possible,Likely,,-116.34,51.44,YOHO PARK,11790J1,2020,12,27,,-5.5,-8.6,-7.1,25.1,0,,,0,75,26,33
2020-12-28,moderate,moderate,considerable,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2020,12,28,,-6.5,-8.7,-7.6,25.6,0,,,0,73,,
2020-12-29,moderate,moderate,moderate,persistent-slab,,,Possible,,,-116.34,51.44,YOHO PARK,11790J1,2020,12,29,,-8.1,-10.6,-9.4,27.4,0,,,0,73,26,33
2020-12-30,moderate,moderate,considerable,persistent-slab,wind-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2020,12,30,,-8.7,-12,-10.3,28.3,0,,,0,70,26,40
2020-12-31,moderate,moderate,moderate,persistent-slab,wind-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2020,12,31,,-5.5,-9.9,-7.7,25.7,0,,,0,72,26,42
2021-01-01,moderate,moderate,moderate,persistent-slab,wind-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,1,,-3,-6.9,-4.9,22.9,0,,,0,71,26,51
2021-01-02,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,2,,-1.3,-3.1,-2.2,20.2,0,,,0,71,27,50
2021-01-03,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,3,,-1.9,-5.5,-3.7,21.7,0,,,0,76,26,43
2021-01-04,moderate,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,4,,-3.4,-7.4,-5.4,23.4,0,,,0,76,26,39
2021-01-05,moderate,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,5,,-2.8,-7.5,-5.1,23.1,0,,,0,78,26,46
2021-01-06,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,6,,-1.9,-5.3,-3.6,21.6,0,,,0,76,26,50
2021-01-07,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Likely,,-116.34,51.44,YOHO PARK,11790J1,2021,1,7,,-3.8,-11.7,-7.7,25.7,0,,,0.8,75,,
2021-01-08,moderate,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,8,,-7.5,-13.3,-10.4,28.4,0,,,0,74,,
2021-01-09,moderate,moderate,considerable,wind-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,9,,-8.2,-13.4,-10.8,28.8,0,,,0,73,26,43
2021-01-10,low,moderate,moderate,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,10,,-6.3,-11.2,-8.7,26.7,0,,,0,72,27,46
2021-01-11,low,moderate,moderate,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,11,,-3.8,-7.2,-5.5,23.5,0,,,0,71,27,50
2021-01-12,considerable,considerable,considerable,storm-slab,persistent-slab,wet-loose,likely,Possible,likely,-116.34,51.44,YOHO PARK,11790J1,2021,1,12,,-1.8,-5.3,-3.6,21.6,0,,,0,69,27,48
2021-01-13,high,high,high,storm-slab,persistent-slab,,Certain,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,13,,-1.3,-7.2,-4.3,22.3,0,,,0,81,25,53
2021-01-14,considerable,considerable,considerable,storm-slab,persistent-slab,wet-loose,Likely,Possible,Likely,-116.34,51.44,YOHO PARK,11790J1,2021,1,14,,-1,-10.1,-5.6,23.6,0,,,0,89,25,39
2021-01-15,moderate,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,15,,-3.8,-8.3,-6,24,0,,,0,86,26,60
2021-01-16,low,moderate,considerable,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,16,,-0.8,-7.8,-4.3,22.3,0,,,0,83,27,43
2021-01-17,low,moderate,moderate,wind-slab,persistent-slab,deep-persistent-slab,Possible,Possible,Possible,-116.34,51.44,YOHO PARK,11790J1,2021,1,17,,-4.3,-7.1,-5.7,23.7,0,,,0,83,26,51
2021-01-18,low,moderate,moderate,wind-slab,persistent-slab,deep-persistent-slab,Likely,Possible,Possible,-116.34,51.44,YOHO PARK,11790J1,2021,1,18,,3.1,-11.2,-4,22,0,,,0,87,,
2021-01-19,low,moderate,moderate,persistent-slab,wind-slab,deep-persistent-slab,Possible,Possible,Unlikely,-116.34,51.44,YOHO PARK,11790J1,2021,1,19,,-5.2,-12.8,-9,27,0,,,0,84,27,62
2021-01-20,low,moderate,moderate,wind-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,20,,-1.5,-14.3,-7.9,25.9,0,,,0.8,84,24,65
2021-01-21,low,moderate,moderate,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,21,,-9.5,-23.1,-16.3,34.3,0,,,0.4,83,,
2021-01-22,low,moderate,moderate,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,22,,-10.4,-26.1,-18.2,36.2,0,,,0,80,,
2021-01-23,low,moderate,moderate,wind-slab,persistent-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,23,,-12.1,-22.7,-17.4,35.4,0,,,0,80,27,47
2021-01-24,low,low,moderate,wind-slab,,,Unlikely,,,-116.34,51.44,YOHO PARK,11790J1,2021,1,24,,-9.8,-15.6,-12.7,30.7,0,,,0.2,81,25,43
2021-01-25,low,low,low,wind-slab,persistent-slab,,Unlikely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,25,,-6.9,-17.2,-12,30,0,,,0.4,81,26,31
2021-01-26,low,low,low,wind-slab,persistent-slab,,Unlikely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,26,,-5.5,-12.7,-9.1,27.1,0,,,0,79,,
2021-01-27,low,low,moderate,wind-slab,persistent-slab,,Unlikely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,27,,-8.2,-16.7,-12.5,30.5,0,,,0,80,,
2021-01-28,considerable,considerable,considerable,storm-slab,persistent-slab,,likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,28,,-5.4,-13.6,-9.5,27.5,0,,,0,81,,
2021-01-29,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,29,,-3,-10.6,-6.8,24.8,0,,,0,87,,
2021-01-30,considerable,considerable,considerable,storm-slab,persistent-slab,,likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,30,,-2.8,-11.8,-7.3,25.3,0,,,0,88,27,38
2021-01-31,considerable,considerable,high,storm-slab,persistent-slab,,likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,1,31,,-2.3,-8.6,-5.4,23.4,0,,,0,88,,
2021-02-01,considerable,considerable,high,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,1,,0.5,-4,-1.8,19.8,0,,,0,101,,
2021-02-02,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,2,,-0.3,-6.9,-3.6,21.6,0,,,0,114,,
2021-02-03,considerable,considerable,considerable,storm-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,3,,-0.4,-11.2,-5.8,23.8,0,,,,117,,
2021-02-04,considerable,considerable,considerable,persistent-slab,storm-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,4,,-5.1,-8.9,-7,25,0,,,,111,25,39
2021-02-05,considerable,considerable,considerable,persistent-slab,wind-slab,,Possible,likely,,-116.34,51.44,YOHO PARK,11790J1,2021,2,5,,-4.8,-15.3,-10.1,28.1,0,,,,110,6,41
2021-02-06,considerable,considerable,considerable,persistent-slab,wind-slab,,Possible,Likely,,-116.34,51.44,YOHO PARK,11790J1,2021,2,6,,-12.8,-20.5,-16.6,34.6,0,,,,118,4,48
2021-02-07,moderate,considerable,considerable,persistent-slab,wind-slab,,Possible,Likely,,-116.34,51.44,YOHO PARK,11790J1,2021,2,7,,-16.3,-25.1,-20.7,38.7,0,,,,117,7,40
2021-02-08,moderate,considerable,considerable,wind-slab,persistent-slab,,likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,8,,-18.9,-26.9,-22.9,40.9,0,,,,114,7,33
2021-02-09,moderate,considerable,considerable,wind-slab,persistent-slab,,Likely,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,9,,-19.3,-34.4,-26.9,44.9,0,,,,111,,
2021-02-10,moderate,considerable,considerable,persistent-slab,wind-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,10,,-18.8,-28.2,-23.5,41.5,0,,,,109,8,31
2021-02-11,moderate,considerable,moderate,persistent-slab,wind-slab,,Possible,Possible,,-116.34,51.44,YOHO PARK,11790J1,2021,2,11,,-19.4,-34,-26.7,44.7,0,,,,108,,
